id;genres;id_imdb;popularity;title;vote_average;vote_count;director
4474;['horror', 'thriller'];58428;1,43868E+16;The Innkeepers;54;219;tiwest
4475;['drama'];8416;8429295;The Conformist;76;127;bernardobertolucci
4476;['drama', 'thriller'];36584;471264;Interview with the Assassin;56;5;neilburger
4477;['horror', 'drama', 'thriller'];13429;3283886;Donkey Punch;45;52;ollyblackburn
4478;['horror', 'mystery', 'thriller'];9022;12284939;All the Boys Love Mandy Lane;57;209;jonathanlevine
4479;['horror'];22530;1,03915E+16;Bled;38;4;christopherhutson
4480;['western'];288;18644023;High Noon;76;334;fredzinnemann
4481;['documentary'];14275;9188431;Hoop Dreams;77;87;stevejames
4482;['documentary'];2287;1623769;Rize;59;13;davidlachapelle
4483;['drama'];18734;7731064;L.I.E.;67;31;michaelcuesta
4484;['mystery', 'drama', 'thriller'];206197;2,86894E+16;The Sisterhood of Night;65;31;carynwaechter
4485;['crime', 'drama', 'music'];26837;631571;B-Girl;55;7;emilydell
4486;['drama'];7859;12378031;Half Nelson;65;240;ryanfleck
4487;['drama'];302579;5,78798E+15;Naturally Native;0;0;valeriered-horse
4488;['action', 'comedy', 'romance'];51955;3,142E+16;Hav Plenty;0;0;christopherscottcherot
4489;['thriller', 'crime', 'drama'];376004;1471139;Adulterers;52;16;h.m.coakley
4490;['horror', 'fantasy'];158752;1352222;Escape from Tomorrow;48;87;randymoore
4491;['documentary', 'foreign'];40658;429083;Starsuckers;62;5;chrisatkins
4492;['documentary'];296943;45648;The Hadza:  Last of the First;0;0;billbenenson
4493;['mystery', 'thriller'];118612;4596157;After;56;63;ryansmith
4494;['drama'];138976;283059;Treachery;48;5;travisromero
4495;['drama', 'comedy'];323967;2659006;Walter;53;26;annamastro
4496;['comedy', 'music', 'romance'];3080;3,8985E+16;Top Hat;74;59;marksandrich
4497;['horror', 'mystery'];2667;41690578;The Blair Witch Project;63;1055;danielmyrick
4498;['history', 'documentary', 'music'];9459;3409764;Woodstock;71;66;michaelwadleigh
4499;['comedy'];11598;10861167;The Kentucky Fried Movie;64;66;johnlandis
4500;['action', 'adventure', 'drama'];26916;99902;Mercy Streets;55;2;jongunn
4501;['thriller', 'mystery'];181940;6069;Carousel of Revenge;0;0;geneteigland
4502;['drama'];125263;6,9277E+15;Broken Vessels;60;2;scottziehl
4503;['crime', 'drama'];263503;350557;Water & Power;30;1;richardmontoya
4504;['music', 'documentary'];324322;71349;They Will Have to Kill Us First;50;1;johannaschwartz
4505;[];331493;1,2942E+16;Light from the Darkroom;0;0;
4506;['drama', 'comedy'];375950;2651304;The Country Doctor;60;63;thomaslilti
4507;['thriller'];278348;1501688;The Maid's Room;48;4;michaelwalker
4508;['comedy', 'music'];704;10730056;A Hard Day's Night;73;168;richardlester
4509;['documentary'];70875;10909;The Harvest (La Cosecha);0;0;u.robertoromano
4510;['drama', 'thriller'];75986;1586;Love Letters;46;4;amyholdenjones
4511;['comedy', 'drama'];385636;6,1248E+16;Juliet and Alfa Romeo;60;1;blaÅ¾zavrÅ¡nik
4512;['drama'];14438;6093989;Fireproof;70;100;alexkendrick
4513;['documentary', 'drama'];211086;4,8088E+16;Faith Connections;42;3;pannalin
4514;['adventure', 'family', 'romance'];23069;2651418;Benji;61;35;joecamp
4515;['drama', 'thriller'];83;15611857;Open Water;54;315;chriskentis
4516;['comedy'];89857;1292948;High Road;58;22;mattwalsh
4517;['horror', 'sciencefiction'];30315;2537032;Kingdom of the Spiders;57;30;john'bud'cardos
4518;['documentary', 'family'];14358;772668;Mad Hot Ballroom;72;8;marilynagrelo
4519;['drama', 'comedy'];2056;11578545;The Station Agent;74;210;tommccarthy
4520;['drama'];41144;5,021E+16;To Save A Life;62;21;brianbaugh
4521;['documentary'];35199;9,06096E+15;Wordplay;73;10;patrickcreadon
4522;['documentary'];14271;2778633;Beyond the Mat;78;17;barryw.blaustein
4523;['comedy', 'drama', 'family'];16653;9,20591E+15;The Singles Ward;75;4;kurthale
4524;['drama'];14757;1447734;Osama;63;32;siddiqbarmak
4525;['documentary'];84401;109579;Sholem Aleichem: Laughing In The Darkness;70;2;josephdorman
4526;['drama', 'music', 'romance'];23655;109454;Groove;56;6;gregharrison
4527;['comedy', 'crime', 'family'];36825;82978;The R.M.;48;4;kurthale
4528;['drama', 'romance'];33430;619136;Twin Falls Idaho;70;11;michaelpolish
4529;['crime', 'drama'];12281;8519202;Mean Creek;69;106;jacobaaronestes
4530;['romance', 'crime', 'drama'];125052;3,6447E+16;Hurricane Streets;48;4;morganj.freeman
4531;['comedy', 'romance'];96238;39077;Never Again;40;3;ericschaeffer
4532;['crime', 'drama', 'thriller'];30246;665512;Civil Brand;53;4;neemabarnette
4533;['comedy', 'drama', 'romance'];7301;3433625;Lonesome Jim;64;26;stevebuscemi
4534;['romance', 'drama'];172533;17378455;Drinking Buddies;60;356;joeswanberg
4535;['documentary'];180383;425195;Deceptive Practice: The Mysteries and Mentors of Ricky Jay;71;17;mollybernstein
4536;['action', 'drama'];346;3,97567E+16;Seven Samurai;82;878;akirakurosawa
4537;['documentary'];84318;388401;The Other Dream Team;69;7;mariusmarkevicius
4538;['comedy', 'romance'];45145;1354816;Johnny Suede;47;13;tomdicillo
4539;['comedy'];13983;459625;Finishing The Game;49;8;justinlin
4540;['comedy', 'drama', 'fantasy'];45649;9108949;Rubber;57;251;quentindupieux
4541;['drama', 'comedy', 'romance'];19844;1,65426E+16;Kiss the Bride;42;11;c.jaycox
4542;['drama'];21801;1390909;The Slaughter Rule;62;9;alexsmith
4543;['drama', 'thriller', 'sciencefiction'];43933;26406001;Monsters;62;587;garethedwards
4544;['drama', 'comedy'];73511;218736;The Californians;40;1;jonathanparker
4545;['comedy'];43653;383442;The Living Wake;50;1;soltryon
4546;['comedy', 'horror'];139715;2,39185E+16;Detention of the Dead;45;34;alexcraigmann
4547;['action', 'comedy'];45380;168502;Crazy Stone;69;22;ninghao
4548;['documentary', 'music'];30867;6,07782E+15;Scott Walker: 30 Century Man;70;8;stephenkijak
4549;['drama'];81220;46903;Everything Put Together;50;2;marcforster
4550;['action', 'drama', 'thriller'];253626;10924273;Good Kill;59;208;andrewniccol
4551;[];294550;21419;The Outrageous Sophie Tucker;0;0;williamgazecki
4552;['drama', 'romance'];90369;1,41421E+16;Now Is Good;73;371;olparker
4553;['horror', 'comedy'];117942;1600171;Girls Gone Dead;35;14;michaelhoffmanjr.
4554;[];380097;0;America Is Still the Place;0;0;
4555;['action', 'thriller', 'mystery'];322194;397323;Subconscious;34;4;georgiahilton
4556;['mystery', 'sciencefiction', 'thriller'];98568;3637857;Enter Nowhere;65;49;jackheller
4557;['crime', 'drama'];119657;80105;El Rey de Najayo;0;0;fernandobaezmella
4558;['romance', 'action'];380733;251828;Fight to the Finish;52;3;warrensheppard
4559;['music', 'horror'];285743;6,74398E+15;Alleluia! The Devil's Carnival;60;2;darrenlynnbousman
4560;['thriller', 'comedy', 'mystery'];362765;72359;The Sound and the Shadow;0;0;justinpaulmiller
4561;['family'];379532;87574;Rodeo Girl;55;1;joelpaulreisig
4562;['documentary'];253261;69244;Born to Fly: Elizabeth Streb vs. Gravity;50;1;catherinegund
4563;[];297100;7,3079E+15;The Little Ponderosa Zoo;20;1;
4564;['sciencefiction', 'action', 'comedy'];15239;6672008;The Toxic Avenger;63;113;lloydkaufman
4565;['drama'];94072;161517;Straight Out of Brooklyn;43;4;mattyrich
4566;['action', 'adventure', 'drama'];4107;7,33069E+15;Bloody Sunday;72;53;paulgreengrass
4567;[];325579;165257;Diamond Ruff;24;4;
4568;['drama', 'romance'];15624;4442355;Conversations with Other Women;62;38;hanscanosa
4569;['horror', 'comedy'];17287;3905877;Poultrygeist: Night of the Chicken Dead;59;41;lloydkaufman
4570;[];198370;136721;Mutual Friends;0;0;matthewwatts
4571;['music', 'comedy', 'romance'];3062;1933366;42nd Street;61;37;lloydbacon
4572;[];328307;5,2942E+16;Rise of the Entrepreneur: The Search for a Better Way;80;1;
4573;['comedy', 'drama'];15389;1014966;Metropolitan;70;38;whitstillman
4574;['romance', 'drama', 'comedy'];464;4321249;As It Is in Heaven;69;42;kaypollak
4575;['horror', 'drama'];308467;160234;Roadside;42;5;ericengland
4576;['comedy'];8193;23603514;Napoleon Dynamite;67;554;jaredhess
4577;['crime', 'thriller'];188166;2,53498E+16;Blue Ruin;69;462;jeremysaulnier
4578;['horror', 'mystery'];23827;47456823;Paranormal Activity;59;1316;orenpeli
4579;['documentary'];1282;3291609;Dogtown and Z-Boys;72;52;stacyperalta
4580;['adventure', 'comedy', 'fantasy'];762;64782984;Monty Python and the Holy Grail;78;1708;terrygilliam
4581;['drama'];64499;3,4135E+16;QuinceaÃ±era;70;7;richardglatzer
4582;[];281189;3,3883E+16;Gory Gory Hallelujah;10;1;suecorcoran
4583;['documentary', 'drama'];1435;1063439;Tarnation;75;22;jonathancaouette
4584;['documentary'];47546;84344;I Want Your Money;38;5;
4585;['horror', 'comedy'];189711;1,33619E+16;Love in the Time of Monsters;50;2;mattjackson
4586;['horror'];19204;8022122;The Beyond;66;117;luciofulci
4587;['comedy', 'romance'];9029;38100488;What Happens in Vegas;58;923;tomvaughan
4588;['horror', 'sciencefiction', 'thriller'];18045;1428483;The Dark Hours;55;22;paulfox
4589;['romance', 'drama', 'comedy'];11240;3703005;My Beautiful Laundrette;66;51;stephenfrears
4590;['drama', 'mystery', 'thriller'];43743;3,352E+16;Fabled;0;0;
4591;['drama', 'thriller'];157909;2,31297E+16;Show Me;56;4;cassandranicolaou
4592;['drama'];10238;1,13479E+16;Cries and Whispers;78;115;ingmarbergman
4593;['drama'];3059;3232447;Intolerance;74;60;d.w.griffith
4594;['documentary'];15800;277754;Trekkies;63;22;rogernygard
4595;['drama', 'music', 'romance'];65203;968865;The Broadway Melody;50;19;harrybeaumont
4596;['horror'];764;35037625;The Evil Dead;73;894;samraimi
4597;['horror'];103620;19331884;Maniac;60;316;franckkhalfoun
4598;['history', 'documentary'];319069;59458;Censored Voices;51;8;morloushy
4599;['documentary'];14278;1085909;Murderball;69;23;henryalexrubin
4600;['action', 'adventure', 'drama'];25678;5061107;American Ninja 2: The Confrontation;49;49;samfirstenberg
4601;['documentary'];79161;49921;51 Birch Street;68;6;dougblock
4602;['sciencefiction', 'family'];371690;249561;Rotor DR1;47;3;chadkapper
4603;['drama'];389;5,92592E+16;12 Angry Men;82;2078;sidneylumet
4604;['animation', 'comedy', 'drama'];52032;1,17026E+16;My Dog Tulip;76;9;paulfierlinger
4605;['comedy', 'romance'];3078;1,18714E+16;It Happened One Night;77;275;frankcapra
4606;['drama'];38810;28858238;Dogtooth;69;332;yorgoslanthimos
4607;['music', 'documentary'];21525;1314576;Tupac: Resurrection;80;26;laurenlazin
4608;['comedy', 'drama'];55123;1505703;Tumbleweeds;62;11;gavino'connor
4609;['fantasy', 'horror', 'thriller'];11980;11818333;The Prophecy;64;138;gregorywiden
4610;['comedy'];11956;1410387;When the Cat's Away;61;16;cÃ©dricklapisch
4611;['comedy', 'drama'];1550;4270596;Pieces of April;64;64;peterhedges
4612;[];162396;627763;The Big Swap;0;0;nialljohnson
4613;['drama'];26518;1,67321E+16;Old Joy;63;36;kellyreichardt
4614;['drama'];8942;713906;Wendy and Lucy;64;64;kellyreichardt
4615;['drama'];68412;17817;3 Backyards;48;4;ericmendelsohn
4616;['drama', 'thriller'];2786;7791898;Pierrot le Fou;76;127;jean-lucgodard
4617;['documentary'];87943;25211;Sisters in Law;73;2;kimlonginotto
4618;['documentary'];73981;5,5868E+16;Ayurveda: Art of Being;55;3;pannalin
4619;['drama'];91721;8453;Nothing But a Man;70;2;michaelroemer
4620;['drama'];118452;374291;First Love, Last Rites;30;1;jesseperetz
4621;['action', 'adventure', 'drama'];47534;4,5429E+16;Fighting Tommy Riley;53;4;eddieo'flaherty
4622;['action', 'thriller'];40914;1088501;Royal Kill;28;6;babarahmed
4623;[];365052;62979;The Looking Glass;70;1;johnd.hancock
4624;['action', 'comedy', 'sciencefiction'];13282;6473667;Death Race 2000;59;124;paulbartel
4625;['horror', 'drama', 'thriller'];250184;1905197;Locker 13;68;3;jasonmarsden
4626;['horror'];426067;1389;Midnight Cabaret;0;0;pecedingo
4627;['romance', 'comedy', 'drama'];324352;6323;Anderson's Cross;0;0;jeromeelstonscott
4628;['drama', 'romance'];318040;583446;Bizarre;62;11;Ã©tiennefaure
4629;['horror'];27420;1452199;Graduation Day;50;22;herbfreed
4630;['comedy', 'horror', 'thriller'];80468;2733725;Some Guy Who Kills People;57;45;jackperez
4631;['drama', 'thriller', 'crime'];84188;8942203;Compliance;63;221;craigzobel
4632;['comedy', 'drama', 'romance'];2255;2,06015E+16;Chasing Amy;67;433;kevinsmith
4633;['comedy', 'drama', 'romance'];50035;145917;Lovely & Amazing;63;23;nicoleholofcener
4634;[];300327;5883;Death Calls;0;0;
4635;['crime', 'drama'];14290;3877036;Better Luck Tomorrow;65;27;justinlin
4636;['comedy', 'drama', 'romance'];29371;170819;The Incredibly True Adventure of Two Girls In Love;57;13;mariamaggenti
4637;['comedy', 'drama'];44490;812855;Chuck & Buck;57;16;miguelarteta
4638;['drama', 'comedy', 'romance'];32222;126304;American Desi;50;4;piyushdinkerpandya
4639;['drama', 'action', 'crime'];378237;18087;Amidst the Devil's Wings;0;0;
4640;['thriller', 'sciencefiction', 'mystery'];431;44656151;Cube;69;1069;vincenzonatali
4641;['comedy', 'romance'];76996;619348;Love and Other Catastrophes;58;9;emma-katecroghan
4642;['drama', 'comedy', 'animation'];51942;293649;I Married a Strange Person!;75;12;billplympton
4643;['drama', 'mystery', 'thriller'];1424;5,74236E+16;November;49;11;gregharrison
4644;['drama', 'romance'];60420;21825564;Like Crazy;64;381;drakedoremus
4645;['horror'];325123;55325;Teeth and Blood;30;1;
4646;['comedy'];142132;375423;Sugar Town;55;2;allisonanders
4647;['drama', 'comedy'];20520;120505;The Motel;70;3;michaelkang
4648;['thriller', 'drama'];109729;6978907;The Canyons;41;75;paulschrader
4649;['drama'];78307;4,93223E+16;On the Outs;59;6;lorisilverbush
4650;['drama', 'thriller'];12247;5251143;Shotgun Stories;69;57;jeffnichols
4651;['thriller', 'mystery'];29917;20265518;Exam;66;523;stuarthazeldine
4652;['sciencefiction', 'drama'];70687;130169;The Sticky Fingers of Time;48;3;hilarybrougher
4653;['music'];60463;4,6049E+16;Sunday School Musical;55;4;rachelgoldenberg
4654;['drama'];46252;399491;Rust;0;0;corbinbernsen
4655;['action', 'fantasy'];24869;5217002;Ink;64;101;jaminwinans
4656;['drama', 'family'];77934;65103;The Christmas Bunny;57;7;tomseidman
4657;['crime', 'drama'];34697;1063615;Butterfly;50;12;mattcimber
4658;[];320435;10607;UnDivided;0;0;
4659;['horror', 'thriller'];150211;1084387;The Frozen;42;14;andrewhyatt
4660;['family', 'drama'];306667;172299;Horse Camp;55;2;joelpaulreisig
4661;['documentary'];274758;278981;Give Me Shelter;0;0;kristinrizzo
4662;['drama', 'romance', 'war'];3060;785744;The Big Parade;70;21;kingvidor
4663;['comedy'];40963;921;Little Big Top;100;1;
4664;['romance', 'comedy', 'music'];173224;166655;Along the Roadside;77;3;zoranlisinac
4665;['drama', 'action', 'crime'];18533;18450613;Bronson;69;733;nicolaswindingrefn
4666;['western'];376010;58954;Western Religion;0;0;jameso'brien
4667;['foreign', 'documentary'];139948;126676;Burn;69;6;tomputnam
4668;['romance', 'drama'];77332;6,5155E+15;Urbania;52;10;jonmatthews
4669;['comedy'];70478;1183892;The Stewardesses;43;5;alsillimanjr.
4670;['adventure', 'horror', 'sciencefiction'];35073;2043661;The Beast from 20,000 Fathoms;67;41;eugÃ¨nelouriÃ©
4671;['adventure', 'action', 'thriller'];9659;33142185;Mad Max;66;1213;georgemiller
4672;['comedy', 'romance'];10218;1,39717E+16;Swingers;68;253;dougliman
4673;['western'];391;38771062;A Fistful of Dollars;76;883;sergioleone
4674;['comedy'];43595;6,22752E+15;She Done Him Wrong;51;27;lowellsherman
4675;[];194588;4998;Short Cut to Nirvana: Kumbh Mela;0;0;
4676;['drama'];54897;616283;The Grace Card;65;10;davidevans
4677;['drama'];83588;2836537;Middle of Nowhere;66;7;avaduvernay
4678;['romance', 'drama', 'comedy'];53256;5937602;Three;63;31;tomtykwer
4679;['music', 'drama'];40920;6104;The Business of Fancydancing;80;2;shermanalexie
4680;['documentary'];287815;62089;Call + Response;80;1;justindillon
4681;['crime', 'horror', 'thriller'];54702;1077321;Malevolence;49;14;stevanmena
4682;[];176074;4,72123E+16;Reality Show;55;2;adamrifkin
4683;['horror'];69270;4009379;Super Hybrid;46;24;ericvalette
4684;['drama', 'comedy', 'horror'];5759;3,29935E+16;Baghead;58;23;jayduplass
4685;['horror'];402515;18716;American Beast;0;0;livingstonoden
4686;['documentary'];126141;92562;The Case of the Grinning Cat;77;3;chrismarker
4687;['drama'];48035;3225189;Ordet;78;65;carltheodordreyer
4688;['comedy', 'drama', 'romance'];14758;1948435;Good Dick;61;34;mariannapalka
4689;['sciencefiction', 'drama'];13363;3,1339E+16;The Man from Earth;77;687;richardschenkman
4690;['documentary'];37985;15066;The Trials Of Darryl Hunt;68;4;rickistern
4691;['drama', 'family'];25786;4980585;Samantha: An American Girl Holiday;46;9;nadiatass
4692;['drama', 'mystery', 'sciencefiction'];36549;145014;Yesterday Was a Lie;60;4;jameskerwin
4693;['music', 'comedy', 'drama'];361398;36532;Theresa Is a Mother;0;0;darrenpress
4694;['thriller', 'drama', 'sciencefiction'];289180;1045623;H.;65;4;raniaattieh
4695;['drama'];288927;254659;Archaeology of a Woman;0;0;sharongreytak
4696;['drama', 'comedy', 'family'];21334;7072118;Children of Heaven;78;112;majidmajidi
4697;['drama', 'romance'];79120;1,04125E+16;Weekend;74;163;andrewhaigh
4698;['comedy', 'romance'];27995;6,72221E+15;She's Gotta Have It;61;25;spikelee
4699;['documentary'];253290;15189;Butterfly Girl;0;0;carybell
4700;['drama'];344466;3,27622E+16;The World Is Mine;0;0;nicolaeconstantintanase
4701;['drama', 'sciencefiction'];55420;25402697;Another Earth;68;527;mikecahill
4702;['action', 'drama', 'romance'];5822;132878;Sweet Sweetback's Baadasssss Song;46;18;melvinvanpeebles
4703;['drama'];408429;5,0978E+16;Perfect Cowboy;50;1;kenroht
4704;['comedy', 'drama', 'romance'];39141;8570328;Tadpole;55;19;garywinick
4705;['drama', 'music', 'romance'];5723;1,90522E+16;Once;73;453;johncarney
4706;['drama'];28666;619979;The Woman Chaser;49;4;robinsondevor
4707;['documentary'];30979;465404;The Horse Boy;55;2;michelo.scott
4708;['thriller', 'drama', 'horror'];50497;2805351;When the Lights Went Out;58;49;patholden
4709;['action', 'drama'];354624;76647;Heroes of Dirt;0;0;ericbugbee
4710;['animation', 'family', 'comedy'];13187;8701183;A Charlie Brown Christmas;75;153;billmelendez
4711;['documentary'];335244;2,1392E+16;Antarctic Edge: 70Â° South;0;0;denaseidel
4712;['documentary'];178862;2557258;Aroused;72;11;deborahanderson
4713;['documentary'];331745;523122;Top Spin;68;6;saranewens
4714;['documentary', 'history'];1779;3284903;Roger & Me;74;90;michaelmoore
4715;[];282128;15697;An American in Hollywood;0;0;saivaradan
4716;['sciencefiction', 'drama', 'mystery'];86812;6192383;Sound of My Voice;63;108;zalbatmanglij
4717;[];38786;5256;The Blood of My Brother: A Story of Death in Iraq;0;0;
4718;['drama', 'comedy'];84355;12833247;Your Sister's Sister;65;137;lynnshelton
4719;['comedy'];18632;2213889;A Dog's Breakfast;59;24;davidhewlett
4720;['drama', 'romance'];40652;1112792;The Married Woman;71;20;jean-lucgodard
4721;['drama'];339408;9,45281E+15;The Birth of a Nation;65;178;nateparker
4722;['comedy'];266857;2388;The Work and The Story;0;0;nathansmithjones
4723;['drama'];18925;4,5637E+16;Facing the Giants;66;64;alexkendrick
4724;['horror', 'thriller'];299245;18045782;The Gallows;49;361;traviscluff
4725;['drama', 'fantasy', 'horror'];985;2,03996E+16;Eraserhead;75;485;davidlynch
4726;['comedy'];34101;2353483;Hollywood Shuffle;57;19;roberttownsend
